1 	1 	-0.01 	0.14	0	0
2 	3 	0.09	0.14 	0.1	0
3 	3 	0.09 	0.14	-0.1	0
4 	2 	-0.34 	0.28 	0 	0
5 	1 	-0.10	0.42	0	0
6 	3 	0.09	0.42	0.1	0
7 	3 	0.09	0.42	-0.1	0
8 	3	0.09	0.52	0.0 0.0
